seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr7	130794274	130794408	135	*	X68775	4289	130794855	131181398	386544	+	446	upstream	446	MKLN1
chr7	130794274	130794408	135	*	X68775	378805	130628919	130794653	165735	-	0	inside	244	LINC-PINT
chr7	133811525	133811629	105	*	X68900	136332	133812105	133948933	136829	+	475	upstream	475	LRGUK
chr7	134231910	134232029	120	*	X68907	441282	134233849	134264592	30744	+	1819	upstream	1819	AKR1B15
chr7	134330638	134330742	105	*	X68909	669	134331531	134364567	33037	+	788	upstream	788	BPGM
chr7	134832397	134832471	75	*	X68922	55281	134832766	134850967	18202	+	294	upstream	294	TMEM140
chr7	137637070	137637174	105	*	X68962	100130880	137638094	137642712	4619	+	919	upstream	919	CREB3L2-AS1
chr7	137637310	137637414	105	*	X68963	100130880	137638094	137642712	4619	+	679	upstream	679	CREB3L2-AS1
chr7	137685340	137685346	7	*	X68967	6718	137687070	137803050	115981	+	1723	upstream	1723	AKR1D1
chr7	137687759	137687878	120	*	X68968	64764	137559725	137686847	127123	-	911	upstream	911	CREB3L2
chr7	138482972	138483044	73	*	X68986	155006	138482739	138490769	8031	+	0	inside	232	TMEM213
chr7	138482972	138483044	73	*	X68986	50617	138391039	138482941	91903	-	30	upstream	30	ATP6V0A4
chr7	138667686	138667759	74	*	X68999	57670	138516127	138666064	149938	-	1621	upstream	1621	KIAA1549
chr7	138722641	138722730	90	*	X69000	92092	138710452	138720775	10324	-	1865	upstream	1865	ZC3HAV1L
chr7	138794554	138794591	38	*	X69004	56829	138728266	138794465	66200	-	88	upstream	88	ZC3HAV1
chr7	139207714	139207863	150	*	X69013	154790	139208674	139229731	21058	+	810	upstream	810	CLEC2L
chr7	140341551	140341655	105	*	X69050	27147	140218220	140341286	123067	-	264	upstream	264	DENND2A
chr7	140371509	140371598	90	*	X69051	90956	140372953	140395745	22793	+	1354	upstream	1354	ADCK2
chr7	141406675	141406764	90	*	X69081	494551	141408153	141431071	22919	+	1388	upstream	1388	WEE2
chr7	142981846	142982070	225	*	X69112	135932	142982040	142985141	3102	+	0	overlapStart	0	TMEM139
chr7	142982086	142982205	120	*	X69113	135932	142982040	142985141	3102	+	0	inside	45	TMEM139
chr7	143058211	143058423	213	*	X69124	7791	143058810	143088206	29397	+	386	upstream	386	ZYX
chr7	143060386	143060490	105	*	X69125	9715	143050493	143059840	9348	-	545	upstream	545	FAM131B
chr7	143103211	143103360	150	*	X69133	285965	143104906	143220540	115635	+	1545	upstream	1545	EPHA1-AS1
chr7	143104199	143104393	195	*	X69134	285965	143104906	143220540	115635	+	512	upstream	512	EPHA1-AS1
chr7	143104439	143104573	135	*	X69135	285965	143104906	143220540	115635	+	332	upstream	332	EPHA1-AS1
chr7	143599364	143599401	38	*	X69142	9747	143548461	143599278	50818	-	85	upstream	85	TCAF1
chr7	148286536	148286647	112	*	X69176	202865	148287657	148312952	25296	+	1009	upstream	1009	C7orf33
chr7	148286654	148286685	32	*	X69177	202865	148287657	148312952	25296	+	971	upstream	971	C7orf33
chr7	149471292	149471315	24	*	X69214	168544	149461271	149470295	9025	-	996	upstream	996	ZNF467
chr7	149471292	149471315	24	*	X69214	23145	149473131	149531053	57923	+	1815	upstream	1815	SSPOP
chr7	150021788	150021937	150	*	X69225	653857	149944301	150020758	76458	-	1029	upstream	1029	ACTR3C
chr7	150097664	150097783	120	*	X69247	728743	150097790	150109558	11769	+	6	upstream	6	LOC728743
chr7	150146312	150146446	135	*	X69256	155038	150147962	150176483	28522	+	1515	upstream	1515	GIMAP8
chr7	150263945	150264064	120	*	X69258	55303	150264458	150271041	6584	+	393	upstream	393	GIMAP4
chr7	150496800	150496889	90	*	X69261	55365	150497854	150502208	4355	+	964	upstream	964	TMEM176A
chr7	150498390	150498448	59	*	X69262	28959	150488376	150498448	10073	-	0	inside	0	TMEM176B
chr7	150676605	150676648	44	*	X69291	3757	150642044	150675402	33359	-	1202	upstream	1202	KCNH2
chr7	150676664	150676813	150	*	X69292	3757	150642044	150675402	33359	-	1261	upstream	1261	KCNH2
chr7	150754024	150754143	120	*	X69309	6522	150755299	150773614	18316	+	1155	upstream	1155	SLC4A2
chr7	150754574	150754693	120	*	X69310	6522	150755299	150773614	18316	+	605	upstream	605	SLC4A2
chr7	150778969	150779088	120	*	X69322	10922	150773708	150777970	4263	-	998	upstream	998	FASTK
chr7	150779554	150779823	270	*	X69323	10922	150773708	150777970	4263	-	1583	upstream	1583	FASTK
chr7	150782669	150782803	135	*	X69325	116988	150782954	150841523	58570	+	150	upstream	150	AGAP3
chr7	150865693	150865797	105	*	X69343	2636	150845676	150864867	19192	-	825	upstream	825	GBX1
chr7	150923908	150924024	117	*	X69348	10061	150904923	150924317	19395	-	0	inside	292	ABCF2
chr7	150974548	150974667	120	*	X69363	6604	150936059	150974231	38173	-	316	upstream	316	SMARCD3
chr7	151108562	151108681	120	*	X69368	349136	151078207	151107740	29534	-	821	upstream	821	WDR86
chr7	151108851	151108955	105	*	X69369	349136	151078207	151107740	29534	-	1110	upstream	1110	WDR86
chr7	151138052	151138171	120	*	X69374	155051	151127056	151137899	10844	-	152	upstream	152	CRYGN
chr7	151138682	151138816	135	*	X69375	155051	151127056	151137899	10844	-	782	upstream	782	CRYGN
chr7	151575078	151575275	198	*	X69403	51422	151253201	151574316	321116	-	761	upstream	761	PRKAG2
chr7	152160358	152160462	105	*	X69412	100128822	152161209	152162630	1422	+	746	upstream	746	LINC01003
chr7	155249437	155249511	75	*	X69464	2020	155250824	155257526	6703	+	1312	upstream	1312	EN2
chr7	155605913	155606032	120	*	X69492	6469	155592736	155604967	12232	-	945	upstream	945	SHH
chr7	158498997	158499116	120	*	X69545	54892	158424003	158497520	73518	-	1476	upstream	1476	NCAPG2
chr7	158938612	158938716	105	*	X69559	7434	158820866	158937649	116784	-	962	upstream	962	VIPR2
chr8	496458	496523	66	*	X69573	157695	439790	495781	55992	-	676	upstream	676	TDRP
chr8	497140	497259	120	*	X69574	157695	439790	495781	55992	-	1358	upstream	1358	TDRP
chr8	1251261	1251271	11	*	X69616	286083	1244294	1250827	6534	-	433	upstream	433	LOC286083
chr8	6603411	6603650	240	*	X69682	100616372	6602689	6602761	73	-	649	upstream	649	MIR4659B
chr8	6693242	6693335	94	*	X69684	100652791	6693076	6699975	6900	+	0	inside	165	GS1-24F4.2
chr8	6693242	6693335	94	*	X69684	389610	6666041	6693166	27126	-	75	upstream	75	XKR5
chr8	6693906	6694130	225	*	X69685	389610	6666041	6693166	27126	-	739	upstream	739	XKR5
chr8	11534414	11534503	90	*	X69869	2626	11534468	11617509	83042	+	0	overlapStart	0	GATA4
chr8	11534662	11534781	120	*	X69870	2626	11534468	11617509	83042	+	0	inside	193	GATA4
chr8	11626911	11627060	150	*	X69877	252969	11627172	11644854	17683	+	111	upstream	111	NEIL2
chr8	11726430	11726444	15	*	X69880	1508	11700034	11725646	25613	-	783	upstream	783	CTSB
chr8	12584587	12584646	60	*	X69897	100500838	12584746	12584808	63	+	99	upstream	99	MIR3926-2
chr8	12651616	12651735	120	*	X69898	101409254	12651752	12675800	24049	+	16	upstream	16	LINC00681
chr8	12670392	12670479	88	*	X69899	340357	12623571	12668910	45340	-	1481	upstream	1481	LOC340357
chr8	16860220	16860324	105	*	X69945	26281	16850334	16859674	9341	-	545	upstream	545	FGF20
chr8	17012737	17012796	60	*	X69947	51201	17013836	17080241	66406	+	1039	upstream	1039	ZDHHC2
chr8	17353997	17354086	90	*	X69961	6542	17354597	17428077	73481	+	510	upstream	510	SLC7A2
chr8	18872617	18872721	105	*	X69993	23362	18384813	18871196	486384	-	1420	upstream	1420	PSD3
chr8	19796296	19796445	150	*	X70003	4023	19796582	19824770	28189	+	136	upstream	136	LPL
chr8	20131397	20131467	71	*	X70021	100874051	20133284	20147969	14686	+	1816	upstream	1816	LZTS1-AS1
chr8	21770957	21771046	90	*	X70077	9046	21563902	21771205	207304	-	0	inside	158	DOK2
chr8	21881591	21881710	120	*	X70080	10361	21881645	21894408	12764	+	0	overlapStart	0	NPM2
chr8	21900139	21900213	75	*	X70081	8822	21900428	21906319	5892	+	214	upstream	214	FGF17
chr8	21990394	21990470	77	*	X70107	55806	21971932	21988565	16634	-	1828	upstream	1828	HR
chr8	21999839	21999973	135	*	X70110	80346	21995533	21999448	3916	-	390	upstream	390	REEP4
chr8	22089930	22090064	135	*	X70127	9796	22077216	22089851	12636	-	78	upstream	78	PHYHIP
chr8	22090155	22090274	120	*	X70128	9796	22077216	22089851	12636	-	303	upstream	303	PHYHIP
chr8	22100734	22100784	51	*	X70129	661	22102619	22108680	6062	+	1834	upstream	1834	POLR3D
chr8	22408549	22408683	135	*	X70143	10174	22409251	22433008	23758	+	567	upstream	567	SORBS3
chr8	22455364	22455453	90	*	X70159	541565	22457114	22461662	4549	+	1660	upstream	1660	C8orf58
chr8	22461708	22461827	120	*	X70160	57805	22462145	22477983	15839	+	317	upstream	317	CCAR2
chr8	22551544	22551648	105	*	X70168	1960	22545174	22550815	5642	-	728	upstream	728	EGR3
chr8	22927076	22927105	30	*	X70213	8795	22877648	22926700	49053	-	375	upstream	375	TNFRSF10B
chr8	23144568	23144687	120	*	X70219	203069	23145612	23153792	8181	+	924	upstream	924	R3HCC1
chr8	23193799	23193903	105	*	X70224	100507156	23193721	23223638	29918	+	0	inside	77	LOC100507156
chr8	23385399	23385473	75	*	X70231	51312	23386363	23430063	43701	+	889	upstream	889	SLC25A37
chr8	23386038	23386134	97	*	X70232	51312	23386363	23430063	43701	+	228	upstream	228	SLC25A37
chr8	23566060	23566119	60	*	X70246	137814	23559964	23564111	4148	-	1948	upstream	1948	NKX2-6
chr8	23713336	23713440	105	*	X70250	6781	23699434	23712320	12887	-	1015	upstream	1015	STC1
chr8	24150759	24150761	3	*	X70263	10863	24151580	24212726	61147	+	818	upstream	818	ADAM28
chr8	24770178	24770297	120	*	X70269	4741	24771274	24776606	5333	+	976	upstream	976	NEFM
chr8	24814284	24814418	135	*	X70273	4747	24808469	24814383	5915	-	0	overlapStart	0	NEFL
chr8	24815664	24815753	90	*	X70274	4747	24808469	24814383	5915	-	1280	upstream	1280	NEFL
chr8	25903461	25903547	87	*	X70312	64641	25699246	25902640	203395	-	820	upstream	820	EBF2
chr8	25904386	25904412	27	*	X70313	64641	25699246	25902640	203395	-	1745	upstream	1745	EBF2
chr8	25904482	25904565	84	*	X70314	64641	25699246	25902640	203395	-	1841	upstream	1841	EBF2
chr8	26370027	26370146	120	*	X70343	1808	26371709	26515693	143985	+	1562	upstream	1562	DPYSL2
chr8	27170465	27170467	3	*	X70357	23087	27142404	27168834	26431	-	1630	upstream	1630	TRIM35
chr8	27348072	27348191	120	*	X70366	2053	27348519	27402439	53921	+	327	upstream	327	EPHX2
chr8	27472433	27472452	20	*	X70371	1191	27454434	27472328	17895	-	104	upstream	104	CLU
chr8	27560226	27560230	5	*	X70380	100500871	27559190	27559284	95	-	941	upstream	941	MIR3622B
chr8	27560300	27560331	32	*	X70381	100500871	27559190	27559284	95	-	1015	upstream	1015	MIR3622B
chr8	27630971	27631090	120	*	X70383	55246	27590833	27630170	39338	-	800	upstream	800	CCDC25
chr8	27630971	27631090	120	*	X70383	157570	27632058	27670141	38084	+	967	upstream	967	ESCO2
chr8	28174697	28174779	83	*	X70395	5368	28174649	28200868	26220	+	0	inside	47	PNOC
chr8	28363994	28364113	120	*	X70405	100422903	28362633	28362699	67	-	1294	upstream	1294	MIR4288
chr8	29120820	29120826	7	*	X70433	23303	28924795	29120610	195816	-	209	upstream	209	KIF13B
chr8	30012344	30012458	115	*	X70455	10671	30013813	30041155	27343	+	1354	upstream	1354	DCTN6
chr8	30012734	30012853	120	*	X70456	10671	30013813	30041155	27343	+	959	upstream	959	DCTN6
chr8	31496132	31496169	38	*	X70490	3084	31496911	32622558	1125648	+	741	upstream	741	NRG1
chr8	31496183	31496251	69	*	X70491	3084	31496911	32622558	1125648	+	659	upstream	659	NRG1
chr8	33342045	33342089	45	*	X70509	84549	33342685	33358778	16094	+	595	upstream	595	MAK16
chr8	33425058	33425072	15	*	X70513	79845	33405273	33424643	19371	-	414	upstream	414	RNF122
chr8	33457417	33457451	35	*	X70517	78986	33448854	33457439	8586	-	0	overlapStart	0	DUSP26
chr8	37653374	37653508	135	*	X70606	25960	37654401	37701504	47104	+	892	upstream	892	ADGRA2
chr8	37758512	37758616	105	*	X70631	80223	37716465	37757015	40551	-	1496	upstream	1496	RAB11FIP1
chr8	37824348	37824497	150	*	X70633	155	37820514	37824184	3671	-	163	upstream	163	ADRB3
chr8	38009637	38009696	60	*	X70636	6770	38000218	38008600	8383	-	1036	upstream	1036	STAR
chr8	38327323	38327427	105	*	X70659	2260	38268656	38326352	57697	-	970	upstream	970	FGFR1
chr8	38328250	38328417	168	*	X70660	2260	38268656	38326352	57697	-	1897	upstream	1897	FGFR1
chr8	38831578	38831697	120	*	X70692	203100	38831668	38846181	14514	+	0	overlapStart	0	HTRA4
chr8	40755687	40755738	52	*	X70719	79698	40388111	40755343	367233	-	343	upstream	343	ZMAT4
chr8	41644927	41644983	57	*	X70773	157848	41503829	41643385	139557	-	1541	upstream	1541	NKX6-3
chr8	41910871	41910990	120	*	X70781	7994	41786997	41909505	122509	-	1365	upstream	1365	KAT6A
chr8	42065145	42065219	75	*	X70789	5327	42032236	42065194	32959	-	0	overlapStart	0	PLAT
chr8	42066405	42066614	210	*	X70790	5327	42032236	42065194	32959	-	1210	upstream	1210	PLAT
chr8	42127179	42127218	40	*	X70792	3551	42128820	42190171	61352	+	1601	upstream	1601	IKBKB
chr8	42128329	42128433	105	*	X70793	3551	42128820	42190171	61352	+	386	upstream	386	IKBKB
chr8	53851683	53851838	156	*	X70888	2831	53852468	53853454	987	+	629	upstream	629	NPBWR1
chr8	56013242	56013346	105	*	X70918	114786	56015017	56438710	423694	+	1670	upstream	1670	XKR4
chr8	56687495	56687572	78	*	X70929	137695	56651320	56685885	34566	-	1609	upstream	1609	TMEM68
chr8	58905809	58905958	150	*	X70967	90362	58907113	59062277	155165	+	1154	upstream	1154	FAM110B
chr8	58906754	58906783	30	*	X70968	90362	58907113	59062277	155165	+	329	upstream	329	FAM110B
chr8	59465206	59465310	105	*	X70975	6386	59465728	59495419	29692	+	417	upstream	417	SDCBP
chr8	59572889	59572993	105	*	X70977	8439	59496064	59572404	76341	-	484	upstream	484	NSMAF
chr8	61589505	61589624	120	*	X71006	55636	61591324	61780586	189263	+	1699	upstream	1699	CHD7
chr8	62200799	62200876	78	*	X71044	157807	62200525	62414204	213680	+	0	inside	273	CLVS1
chr8	62628054	62628203	150	*	X71048	444	62413115	62627199	214085	-	854	upstream	854	ASPH
chr8	62628489	62628523	35	*	X71049	444	62413115	62627199	214085	-	1289	upstream	1289	ASPH
chr8	65285789	65285878	90	*	X71075	100130155	65285775	65295842	10068	+	0	inside	13	MIR124-2HG
chr8	65290989	65291123	135	*	X71076	406908	65291706	65291814	109	+	582	upstream	582	MIR124-2
chr8	65492433	65492567	135	*	X71079	27319	65492795	65496191	3397	+	227	upstream	227	BHLHE22
chr8	65492981	65493001	21	*	X71080	27319	65492795	65496191	3397	+	0	inside	185	BHLHE22
chr8	65494668	65494787	120	*	X71081	401463	65486866	65494445	7580	-	222	upstream	222	LOC401463
chr8	65494908	65495012	105	*	X71082	401463	65486866	65494445	7580	-	462	upstream	462	LOC401463
chr8	67836074	67836178	105	*	X71116	641648	67834709	67834784	76	-	1289	upstream	1289	SNORD87
chr8	69244634	69244643	10	*	X71148	286189	69215703	69243726	28024	-	907	upstream	907	C8orf34-AS1
chr8	70747359	70747386	28	*	X71167	81796	70584568	70747299	162732	-	59	upstream	59	SLCO5A1
chr8	71581574	71581643	70	*	X71187	389668	71581600	71648177	66578	+	0	overlapStart	0	XKR9
chr8	71581574	71581643	70	*	X71187	51110	71549501	71581447	31947	-	126	upstream	126	LACTB2
chr8	72756896	72756909	14	*	X71207	9242	72753777	72756731	2955	-	164	upstream	164	MSC
chr8	72758260	72758379	120	*	X71208	9242	72753777	72756731	2955	-	1528	upstream	1528	MSC
chr8	74172598	74172654	57	*	X71241	100130301	74153659	74171737	18079	-	860	upstream	860	C8orf89
chr8	74791660	74791764	105	*	X71256	55284	74692332	74791145	98814	-	514	upstream	514	UBE2W
chr8	77592608	77592742	135	*	X71290	79776	77593515	77779521	186007	+	772	upstream	772	ZFHX4
chr8	77595428	77595622	195	*	X71291	100192378	77523114	77595510	72397	-	0	overlapStart	0	ZFHX4-AS1
chr8	77595743	77595802	60	*	X71292	100192378	77523114	77595510	72397	-	232	upstream	232	ZFHX4-AS1
chr8	79427570	79427704	135	*	X71300	5569	79428336	79517502	89167	+	631	upstream	631	PKIA
chr8	79427810	79427884	75	*	X71301	5569	79428336	79517502	89167	+	451	upstream	451	PKIA
chr8	79428080	79428199	120	*	X71302	5569	79428336	79517502	89167	+	136	upstream	136	PKIA
chr8	79428260	79428276	17	*	X71303	5569	79428336	79517502	89167	+	59	upstream	59	PKIA
chr8	80681929	80682003	75	*	X71317	23462	80676245	80680098	3854	-	1830	upstream	1830	HEY1
chr8	80943143	80943277	135	*	X71324	28957	80831095	80942506	111412	-	636	upstream	636	MRPS28
chr8	86089292	86089320	29	*	X71389	1875	86089619	86126753	37135	+	298	upstream	298	E2F5
chr8	86133595	86133729	135	*	X71390	401466	86126288	86132643	6356	-	951	upstream	951	RBIS
chr8	87521079	87521123	45	*	X71417	51115	87484578	87521009	36432	-	69	upstream	69	RMDN1
chr8	90768214	90768318	105	*	X71443	8767	90769975	90803292	33318	+	1656	upstream	1656	RIPK2
chr8	92053212	92053293	82	*	X71465	55529	92006502	92053203	46702	-	8	upstream	8	PIP4P2
chr8	94713953	94714027	75	*	X71504	642924	94358695	94712661	353967	-	1291	upstream	1291	LINC00535
chr8	96084372	96084506	135	*	X71527	100422964	96085142	96085221	80	+	635	upstream	635	MIR3150A
chr8	96283413	96283517	105	*	X71531	157657	96257141	96281462	24322	-	1950	upstream	1950	C8orf37
chr8	97174396	97174500	105	*	X71548	392255	97154558	97173020	18463	-	1375	upstream	1375	GDF6
chr8	97272651	97272770	120	*	X71550	9791	97274167	97346774	72608	+	1396	upstream	1396	PTDSS1
chr8	98880907	98881026	120	*	X71573	4147	98881311	99048946	167636	+	284	upstream	284	MATN2
chr8	99128758	99128778	21	*	X71581	10940	99129521	99172069	42549	+	742	upstream	742	POP1
chr8	99438637	99438703	67	*	X71586	3788	99439250	99443023	3774	+	546	upstream	546	KCNS2
chr8	100024713	100024847	135	*	X71599	157680	100025494	100889814	864321	+	646	upstream	646	VPS13B
chr8	103425189	103425279	91	*	X71667	51366	103264502	103424917	160416	-	271	upstream	271	UBR5
chr8	104153795	104153884	90	*	X71713	157556	104145191	104153570	8380	-	224	upstream	224	BAALC-AS2
chr8	104428758	104428862	105	*	X71723	81034	104410866	104427563	16698	-	1194	upstream	1194	SLC25A32
chr8	107281684	107281758	75	*	X71756	55074	107282406	107764921	482516	+	647	upstream	647	OXR1
chr8	108510268	108510372	105	*	X71762	284	108261710	108510254	248545	-	13	upstream	13	ANGPT1
chr8	109799938	109799944	7	*	X71769	157753	109619079	109799770	180692	-	167	upstream	167	TMEM74
chr8	110344674	110344778	105	*	X71783	56943	110346552	110358189	11638	+	1773	upstream	1773	ENY2
chr8	114449796	114449823	28	*	X71808	114788	113235159	114449242	1214084	-	553	upstream	553	CSMD3
chr8	116681712	116681787	76	*	X71828	7227	116420724	116681228	260505	-	483	upstream	483	TRPS1
chr8	117950309	117950324	16	*	X71845	441376	117950464	117956239	5776	+	139	upstream	139	AARD
chr8	119124956	119125075	120	*	X71864	2131	118811602	119124058	312457	-	897	upstream	897	EXT1
chr8	120220352	120220368	17	*	X71878	114569	120220610	120257914	37305	+	241	upstream	241	MAL2
chr8	123791861	123791956	96	*	X71924	22882	123793901	123986755	192855	+	1944	upstream	1944	ZHX2
chr8	124055028	124055117	90	*	X71947	79139	124025404	124054663	29260	-	364	upstream	364	DERL1
chr8	125485907	125485996	90	*	X71969	11236	125487008	125500859	13852	+	1011	upstream	1011	RNF139
chr8	125552093	125552119	27	*	X71971	83940	125500735	125551329	50595	-	763	upstream	763	TATDN1
chr8	126010316	126010360	45	*	X71985	6713	126010720	126034525	23806	+	359	upstream	359	SQLE
chr8	127571340	127571459	120	*	X72029	157638	127564683	127570711	6029	-	628	upstream	628	LRATD2
chr8	128971251	128971269	19	*	X72079	100302161	128972879	128972941	63	+	1609	upstream	1609	MIR1205
chr8	128971324	128971385	62	*	X72080	100302161	128972879	128972941	63	+	1493	upstream	1493	MIR1205
chr8	131309939	131310058	120	*	X72142	29065	131307601	131308779	1179	-	1159	upstream	1159	ASAP1-IT1
chr8	132054706	132054906	201	*	X72171	114	131792547	132052835	260289	-	1870	upstream	1870	ADCY8
chr8	134202996	134203012	17	*	X72207	8840	134203282	134243932	40651	+	269	upstream	269	CCN4
chr8	135726171	135726215	45	*	X72237	57623	135490031	135725292	235262	-	878	upstream	878	ZFAT
chr8	135726307	135726375	69	*	X72238	57623	135490031	135725292	235262	-	1014	upstream	1014	ZFAT
chr8	136468893	136468982	90	*	X72248	10656	136469716	136659848	190133	+	733	upstream	733	KHDRBS3
chr8	141647298	141647387	90	*	X72319	27161	141541264	141645646	104383	-	1651	upstream	1651	AGO2
chr8	142350899	142350919	21	*	X72356	731779	142350648	142354720	4073	+	0	inside	250	LINC01300
chr8	142377482	142377530	49	*	X72363	2843	142366587	142377365	10779	-	116	upstream	116	GPR20
chr8	142377983	142378055	73	*	X72364	2843	142366587	142377365	10779	-	617	upstream	617	GPR20
chr8	142432041	142432100	60	*	X72377	11156	142432007	142441620	9614	+	0	inside	33	PTP4A3
chr8	142518329	142518375	47	*	X72385	389690	142443929	142517330	73402	-	998	upstream	998	MROH5
chr8	143257720	143257824	105	*	X72413	100616268	143257700	143257779	80	+	0	overlapEnd	19	MIR4472-1
chr8	143696800	143696812	13	*	X72445	23237	143692405	143695833	3429	-	966	upstream	966	ARC
chr8	143696971	143697054	84	*	X72446	23237	143692405	143695833	3429	-	1137	upstream	1137	ARC
chr8	143697094	143697339	246	*	X72447	23237	143692405	143695833	3429	-	1260	upstream	1260	ARC
chr8	143750689	143750754	66	*	X72451	8000	143751726	143764145	12420	+	971	upstream	971	PSCA
chr8	143809351	143809444	94	*	X72452	100288181	143783670	143808391	24722	-	959	upstream	959	LNCOC1
chr8	144098612	144098671	60	*	X72459	4061	144099902	144103827	3926	+	1230	upstream	1230	LY6E
chr8	144101140	144101206	67	*	X72460	100133669	144063448	144099807	36360	-	1332	upstream	1332	LY6E-DT
chr8	144348695	144348764	70	*	X72478	2738	144349607	144359101	9495	+	842	upstream	842	GLI4
chr8	144371743	144371897	155	*	X72480	79943	144373559	144382120	8562	+	1661	upstream	1661	ZNF696
chr8	144451741	144451860	120	*	X72482	78998	144448793	144450805	2013	-	935	upstream	935	RHPN1-AS1
chr8	144655622	144655711	90	*	X72509	642475	144648363	144654928	6566	-	693	upstream	693	MROH6
chr8	144661446	144661610	165	*	X72510	93100	144656955	144660513	3559	-	932	upstream	932	NAPRT
chr8	144661686	144661895	210	*	X72511	93100	144656955	144660513	3559	-	1172	upstream	1172	NAPRT
chr8	144798311	144798369	59	*	X72516	225689	144798507	144804633	6127	+	137	upstream	137	MAPK15
chr8	144816567	144816666	100	*	X72522	100128338	144816310	144828507	12198	+	0	inside	256	NA
chr8	144816567	144816666	100	*	X72522	100616318	144815253	144815323	71	-	1243	upstream	1243	MIR4664
chr8	144816567	144816666	100	*	X72522	286077	144806103	144815914	9812	-	652	upstream	652	FAM83H
chr8	144816922	144817029	108	*	X72523	100616318	144815253	144815323	71	-	1598	upstream	1598	MIR4664
chr8	144816922	144817029	108	*	X72523	286077	144806103	144815914	9812	-	1007	upstream	1007	FAM83H
chr8	144817130	144817176	47	*	X72524	100616318	144815253	144815323	71	-	1806	upstream	1806	MIR4664
chr8	144817130	144817176	47	*	X72524	286077	144806103	144815914	9812	-	1215	upstream	1215	FAM83H
chr8	144896477	144896611	135	*	X72526	100126338	144895127	144895212	86	-	1264	upstream	1264	MIR937
chr8	145020680	145020864	185	*	X72538	724031	145019359	145019447	89	-	1232	upstream	1232	MIR661
chr8	145020971	145021024	54	*	X72539	724031	145019359	145019447	89	-	1523	upstream	1523	MIR661
chr8	145060462	145060484	23	*	X72549	84875	145051320	145060635	9316	-	0	inside	150	PARP10
chr8	145060959	145061054	96	*	X72550	84875	145051320	145060635	9316	-	323	upstream	323	PARP10
chr8	145064010	145064023	14	*	X72551	2907	145064226	145067583	3358	+	202	upstream	202	GRINA
chr8	145132251	145132370	120	*	X72557	54512	145133522	145135551	2030	+	1151	upstream	1151	EXOSC4
chr8	145157471	145157495	25	*	X72560	84232	145159305	145162515	3211	+	1809	upstream	1809	MAF1
chr8	145596770	145596793	24	*	X72582	203054	145597731	145618453	20723	+	937	upstream	937	ADCK5
chr8	145654866	145654939	74	*	X72585	51160	145649000	145653927	4928	-	938	upstream	938	VPS28
chr8	145655150	145655239	90	*	X72586	51160	145649000	145653927	4928	-	1222	upstream	1222	VPS28
chr8	145701353	145701465	113	*	X72593	8928	145699115	145701718	2604	-	0	inside	252	FOXH1
chr8	145733024	145733308	285	*	X72598	113655	145734552	145736589	2038	+	1243	upstream	1243	MFSD3
chr8	145755088	145755111	24	*	X72602	414919	145751603	145754458	2856	-	629	upstream	629	C8orf82
chr8	145912162	145912359	198	*	X72604	80728	145754563	145911194	156632	-	967	upstream	967	ARHGAP39
chr8	146014335	146014397	63	*	X72611	80778	145998501	146012725	14225	-	1609	upstream	1609	ZNF34
chr8	146018806	146019152	347	*	X72613	6132	146015154	146017805	2652	-	1000	upstream	1000	RPL8
chr8	146276927	146276989	63	*	X72618	65265	146277824	146281416	3593	+	834	upstream	834	C8orf33
chr9	216758	216892	135	*	X72621	157983	213108	215893	2786	-	864	upstream	864	DOCK8-AS1
chr9	470263	470331	69	*	X72626	23189	470294	746106	275813	+	0	overlapStart	0	KANK1
chr9	841528	841531	4	*	X72643	1761	841690	969090	127401	+	158	upstream	158	DMRT1
chr9	2014280	2014384	105	*	X72676	6595	2015342	2193623	178282	+	957	upstream	957	SMARCA2
chr9	4661127	4661128	2	*	X72742	403313	4662294	4665272	2979	+	1165	upstream	1165	PLPP6
chr9	5304706	5304787	82	*	X72754	6019	5299866	5304611	4746	-	94	upstream	94	RLN2
chr9	6006945	6007054	110	*	X72763	100616288	6007826	6007904	79	+	771	upstream	771	MIR4665
chr9	6647509	6647643	135	*	X72775	2731	6532464	6645692	113229	-	1816	upstream	1816	GLDC
chr9	13280119	13280238	120	*	X72858	8777	13105703	13279563	173861	-	555	upstream	555	MPDZ
chr9	13280469	13280558	90	*	X72859	8777	13105703	13279563	173861	-	905	upstream	905	MPDZ
chr9	14723190	14723234	45	*	X72904	9350	14719732	14722715	2984	-	474	upstream	474	CER1
chr9	16278118	16278181	64	*	X72931	100129385	16203933	16276311	72379	-	1806	upstream	1806	C9orf92
chr9	17134716	17134835	120	*	X72970	54875	17135038	17503917	368880	+	202	upstream	202	CNTLN
chr9	18473986	18474090	105	*	X72982	92949	18474079	18910947	436869	+	0	overlapStart	0	ADAMTSL1
chr9	19128823	19128929	107	*	X72986	123	19115759	19127604	11846	-	1218	upstream	1218	PLIN2
chr9	21560848	21560967	120	*	X73024	554202	21454267	21559697	105431	-	1150	upstream	1150	MIR31HG
chr9	27006636	27006703	68	*	X73077	64922	26993135	27005691	12557	-	944	upstream	944	LRRC19
chr9	33288592	33288614	23	*	X73144	4799	33290418	33371155	80738	+	1803	upstream	1803	NFX1
